Lot_ID,Part_ID,Value_0h_uA,Value_24h_uA,Value_96h_uA,Value_168h_uA,Lot_Mean_uA,Lot_Sigma_uA,Dynamic_Z_0h,Dynamic_Z_24h,Dynamic_Z_96h,Dynamic_Z_168h,Slope_0_24_uA_per_h,Slope_24_168_uA_per_h,Static_Limit_Fail,Latent_Defect_Label
LOT-005,L005-P088,10.16,10.2481,10.5648,10.811,9.6548,0.7437,0.6793,0.7978,1.2236,1.5547,0.003671,0.003909,0,0
LOT-005,L005-P089,8.8648,8.9489,9.2853,9.5432,9.6548,0.7437,-1.0623,-0.9492,-0.4968,-0.1501,0.003504,0.004127,0,0
LOT-005,L005-P090,10.2374,10.3973,10.5875,10.9298,9.6548,0.7437,0.7834,0.9984,1.2541,1.7144,0.006663,0.003698,0,0
LOT-005,L005-P091,9.2098,9.408,9.8383,10.0766,9.6548,0.7437,-0.5984,-0.3319,0.2467,0.5672,0.008258,0.004643,0,0
LOT-005,L005-P092,9.966,10.2581,10.5731,10.6228,9.6548,0.7437,0.4184,0.8112,1.2348,1.3016,0.012171,0.002533,0,0
LOT-005,L005-P093,10.3765,10.6208,10.8741,10.9785,9.6548,0.7437,0.9704,1.2989,1.6395,1.7799,0.010179,0.002484,0,0
LOT-005,L005-P094,10.106,10.2714,10.5748,10.8636,9.6548,0.7437,0.6067,0.8291,1.2371,1.6254,0.006892,0.004113,0,0
LOT-005,L005-P095,10.2617,10.4358,10.7945,11.0869,9.6548,0.7437,0.8161,1.0502,1.5325,1.9256,0.007254,0.004522,0,0
LOT-005,L005-P096,10.2787,10.4093,10.6035,10.6935,9.6548,0.7437,0.8389,1.0145,1.2756,1.3967,0.005442,0.001974,0,0
LOT-005,L005-P097,10.4418,10.6968,11.0102,11.219,9.6548,0.7437,1.0582,1.4011,1.8225,2.1033,0.010625,0.003626,0,0
LOT-005,L005-P098,8.8429,8.9919,9.3115,9.5964,9.6548,0.7437,-1.0917,-0.8914,-0.4616,-0.0785,0.006208,0.004198,0,0
LOT-005,L005-P099,9.61,9.8263,10.1538,10.2536,9.6548,0.7437,-0.0602,0.2306,0.671,0.8052,0.009013,0.002967,0,0
LOT-005,L005-P100,10.0271,10.2111,10.4618,10.5958,9.6548,0.7437,0.5006,0.748,1.0851,1.2653,0.007667,0.002672,0,0
LOT-006,L006-P001,9.8436,10.0452,10.3195,10.6582,9.9958,0.6395,-0.238,0.0772,0.5062,1.0358,0.0084,0.004257,0,0
LOT-006,L006-P002,9.6896,9.8006,10.1199,10.2807,9.9958,0.6395,-0.4788,-0.3052,0.1941,0.4455,0.004625,0.003334,0,0
LOT-006,L006-P003,9.5805,9.8223,10.1834,10.5769,9.9958,0.6395,-0.6494,-0.2713,0.2934,0.9087,0.010075,0.00524,0,0
LOT-006,L006-P004,9.7596,9.9511,10.0235,10.2644,9.9958,0.6395,-0.3694,-0.0699,0.0433,0.42,0.007979,0.002176,0,0
LOT-006,L006-P005,10.795,10.8538,11.2256,11.3388,9.9958,0.6395,1.2497,1.3417,1.9231,2.1001,0.00245,0.003368,0,0
LOT-006,L006-P006,9.6532,9.6966,9.8349,10.1585,9.9958,0.6395,-0.5357,-0.4679,-0.2516,0.2544,0.001808,0.003208,0,0
LOT-006,L006-P007,10.3418,11.7835,15.6265,20.8395,9.9958,0.6395,0.541,2.7955,8.8048,16.9565,0.060071,0.062889,0,1
LOT-006,L006-P008,9.8976,10.1993,10.3998,10.5704,9.9958,0.6395,-0.1536,0.3182,0.6317,0.8985,0.012571,0.002577,0,0
LOT-006,L006-P009,9.6581,9.8656,10.1108,10.314,9.9958,0.6395,-0.5281,-0.2036,0.1798,0.4976,0.008646,0.003114,0,0
LOT-006,L006-P010,9.5107,9.8118,10.0005,10.1362,9.9958,0.6395,-0.7586,-0.2877,0.0073,0.2195,0.012546,0.002253,0,0
LOT-006,L006-P011,11.0839,11.1442,11.3292,11.5209,9.9958,0.6395,1.7015,1.7958,2.0851,2.3848,0.002512,0.002616,0,0
LOT-006,L006-P012,9.0688,9.3246,9.446,9.6548,9.9958,0.6395,-1.4496,-1.0496,-0.8597,-0.5332,0.010658,0.002293,0,0
LOT-006,L006-P013,10.249,11.1246,15.5274,19.5679,9.9958,0.6395,0.3959,1.7651,8.6499,14.9681,0.036483,0.058634,0,1
LOT-006,L006-P014,11.066,12.5145,15.5493,18.6022,9.9958,0.6395,1.6735,3.9385,8.6841,13.458,0.060354,0.042276,0,1
LOT-006,L006-P015,10.853,11.0979,11.2331,11.515,9.9958,0.6395,1.3404,1.7234,1.9348,2.3756,0.010204,0.002897,0,0
LOT-006,L006-P016,10.9793,11.2118,11.3081,11.4866,9.9958,0.6395,1.5379,1.9015,2.0521,2.3312,0.009687,0.001908,0,0
LOT-006,L006-P017,10.1728,10.4366,10.8036,10.9806,9.9958,0.6395,0.2768,0.6893,1.2632,1.54,0.010992,0.003778,0,0
LOT-006,L006-P018,9.968,10.1218,10.2095,10.3985,9.9958,0.6395,-0.0435,0.197,0.3342,0.6297,0.006408,0.001922,0,0
LOT-006,L006-P019,10.3139,10.5391,10.6871,10.8848,9.9958,0.6395,0.4974,0.8496,1.081,1.3901,0.009383,0.002401,0,0
LOT-006,L006-P020,9.8843,11.4327,15.7618,20.2809,9.9958,0.6395,-0.1744,2.2469,9.0164,16.083,0.064517,0.061446,0,1
LOT-006,L006-P021,11.0685,11.2091,11.4607,11.652,9.9958,0.6395,1.6774,1.8973,2.2907,2.5898,0.005858,0.003076,0,0
LOT-006,L006-P022,9.1694,9.4046,9.6043,9.8306,9.9958,0.6395,-1.2923,-0.9245,-0.6122,-0.2583,0.0098,0.002958,0,0
LOT-006,L006-P023,10.2255,10.4509,10.6311,10.744,9.9958,0.6395,0.3592,0.7116,0.9934,1.17,0.009392,0.002035,0,0
LOT-006,L006-P024,9.9528,10.0756,10.3938,10.7425,9.9958,0.6395,-0.0672,0.1248,0.6224,1.1676,0.005117,0.004631,0,0
LOT-006,L006-P025,10.2566,10.4728,10.5828,10.8035,9.9958,0.6395,0.4078,0.7459,0.9179,1.263,0.009008,0.002297,0,0
LOT-006,L006-P026,10.5516,10.8026,10.9763,11.1801,9.9958,0.6395,0.8691,1.2616,1.5332,1.8519,0.010458,0.002622,0,0
LOT-006,L006-P027,10.0942,10.3355,10.4137,10.6422,9.9958,0.6395,0.1539,0.5312,0.6535,1.0108,0.010054,0.00213,0,0
LOT-006,L006-P028,10.1901,10.4278,10.6547,11.0001,9.9958,0.6395,0.3038,0.6755,1.0303,1.5704,0.009904,0.003974,0,0
LOT-006,L006-P029,10.527,10.6257,10.7141,10.7106,9.9958,0.6395,0.8306,0.985,1.1232,1.1177,0.004113,0.00059,0,0
LOT-006,L006-P030,9.6444,9.8931,10.1044,10.2999,9.9958,0.6395,-0.5495,-0.1606,0.1698,0.4755,0.010363,0.002825,0,0
LOT-006,L006-P031,9.5543,9.7346,10.0639,10.2623,9.9958,0.6395,-0.6904,-0.4084,0.1065,0.4167,0.007513,0.003665,0,0
LOT-006,L006-P032,9.6804,9.9759,10.1003,10.3816,9.9958,0.6395,-0.4932,-0.0311,0.1634,0.6033,0.012312,0.002817,0,0
LOT-006,L006-P033,10.3429,10.4398,10.7033,10.9198,9.9958,0.6395,0.5428,0.6943,1.1063,1.4449,0.004037,0.003333,0,0
LOT-006,L006-P034,9.7839,9.9149,10.0564,10.1739,9.9958,0.6395,-0.3314,-0.1265,0.0948,0.2785,0.005458,0.001799,0,0
LOT-006,L006-P035,8.6242,8.8468,9.2017,9.355,9.9958,0.6395,-2.1448,-1.7967,-1.2418,-1.002,0.009275,0.003529,0,0
LOT-006,L006-P036,10.3468,10.5064,10.7439,10.9767,9.9958,0.6395,0.5489,0.7984,1.1698,1.5339,0.00665,0.003266,0,0
LOT-006,L006-P037,10.4483,10.6291,10.9855,10.9715,9.9958,0.6395,0.7076,0.9903,1.5476,1.5257,0.007533,0.002378,0,0
LOT-006,L006-P038,10.2308,10.3857,10.7279,10.9762,9.9958,0.6395,0.3675,0.6097,1.1448,1.5331,0.006454,0.004101,0,0
LOT-006,L006-P039,9.7468,10.0541,10.1937,10.4296,9.9958,0.6395,-0.3894,0.0912,0.3095,0.6783,0.012804,0.002608,0,0
LOT-006,L006-P040,10.3511,10.4576,10.6658,10.8363,9.9958,0.6395,0.5556,0.7221,1.0477,1.3143,0.004437,0.00263,0,0
LOT-006,L006-P041,10.0675,10.3871,10.609,10.8515,9.9958,0.6395,0.1121,0.6119,0.9589,1.3381,0.013317,0.003225,0,0
LOT-006,L006-P042,9.857,10.0123,10.505,10.7483,9.9958,0.6395,-0.217,0.0258,0.7962,1.1767,0.006471,0.005111,0,0
LOT-006,L006-P043,9.9024,10.0349,10.2112,10.3414,9.9958,0.6395,-0.1461,0.0611,0.3368,0.5404,0.005521,0.002128,0,0
LOT-006,L006-P044,10.649,10.9961,11.0875,11.0995,9.9958,0.6395,1.0214,1.5642,1.7071,1.7259,0.014463,0.000718,0,0
LOT-006,L006-P045,10.6903,10.9547,11.2047,11.275,9.9958,0.6395,1.086,1.4995,1.8904,2.0003,0.011017,0.002224,0,0
LOT-006,L006-P046,10.2054,10.4594,10.608,10.8166,9.9958,0.6395,0.3278,0.7249,0.9573,1.2835,0.010583,0.002481,0,0
LOT-006,L006-P047,9.7811,9.8979,10.1913,10.3107,9.9958,0.6395,-0.3357,-0.1531,0.3057,0.4924,0.004867,0.002867,0,0
LOT-006,L006-P048,10.5448,10.706,10.9598,11.015,9.9958,0.6395,0.8585,1.1106,1.5074,1.5937,0.006717,0.002146,0,0
LOT-006,L006-P049,9.9666,10.0854,10.5382,10.8341,9.9958,0.6395,-0.0457,0.1401,0.8482,1.3109,0.00495,0.005199,0,0
LOT-006,L006-P050,10.1753,10.496,10.7832,11.0221,9.9958,0.6395,0.2807,0.7822,1.2313,1.6048,0.013363,0.003653,0,0
LOT-006,L006-P051,8.6619,8.827,9.0531,9.3961,9.9958,0.6395,-2.0858,-1.8277,-1.4741,-0.9378,0.006879,0.003952,0,0
LOT-006,L006-P052,9.4842,9.6591,10.0328,10.1871,9.9958,0.6395,-0.8,-0.5265,0.0579,0.2991,0.007288,0.003667,0,0
LOT-006,L006-P053,9.8195,10.0747,10.3744,10.5788,9.9958,0.6395,-0.2757,0.1234,0.592,0.9116,0.010633,0.003501,0,0
LOT-006,L006-P054,9.6078,10.7833,14.8909,19.4081,9.9958,0.6395,-0.6067,1.2314,7.6546,14.7182,0.048979,0.059894,0,1
LOT-006,L006-P055,10.1309,10.1608,10.4728,10.6092,9.9958,0.6395,0.2113,0.258,0.7459,0.9592,0.001246,0.003114,0,0
LOT-006,L006-P056,9.235,9.4001,9.5883,9.9645,9.9958,0.6395,-1.1897,-0.9315,-0.6372,-0.0489,0.006879,0.003919,0,0
LOT-006,L006-P057,9.8149,10.047,10.1833,10.3631,9.9958,0.6395,-0.2829,0.0801,0.2932,0.5744,0.009671,0.002195,0,0
LOT-006,L006-P058,9.9916,10.1931,10.5944,10.9341,9.9958,0.6395,-0.0066,0.3085,0.936,1.4672,0.008396,0.005146,0,0
LOT-006,L006-P059,10.261,10.4477,10.8387,11.0797,9.9958,0.6395,0.4147,0.7066,1.3181,1.6949,0.007779,0.004389,0,0
LOT-006,L006-P060,9.4451,9.5675,9.8704,10.0855,9.9958,0.6395,-0.8611,-0.6697,-0.1961,0.1403,0.0051,0.003597,0,0
LOT-006,L006-P061,9.9204,10.1162,10.3973,10.7673,9.9958,0.6395,-0.1179,0.1883,0.6278,1.2064,0.008158,0.004522,0,0
LOT-006,L006-P062,10.6811,11.0102,11.3712,11.562,9.9958,0.6395,1.0716,1.5862,2.1507,2.4491,0.013712,0.003832,0,0
LOT-006,L006-P063,9.2175,9.3296,9.5144,9.6055,9.9958,0.6395,-1.217,-1.0418,-0.7528,-0.6103,0.004671,0.001916,0,0
LOT-006,L006-P064,9.4939,9.742,9.9763,10.0391,9.9958,0.6395,-0.7848,-0.3969,-0.0305,0.0677,0.010338,0.002063,0,0
LOT-006,L006-P065,10.0157,11.5118,14.7774,20.6538,9.9958,0.6395,0.0311,2.3706,7.4771,16.6661,0.062337,0.063486,0,1
LOT-006,L006-P066,9.5751,9.8235,9.9643,10.2533,9.9958,0.6395,-0.6579,-0.2694,-0.0493,0.4027,0.01035,0.002985,0,0
LOT-006,L006-P067,9.0864,9.3548,9.5231,9.6621,9.9958,0.6395,-1.422,-1.0023,-0.7392,-0.5218,0.011183,0.002134,0,0
LOT-006,L006-P068,10.292,10.3626,10.6975,10.7742,9.9958,0.6395,0.4632,0.5736,1.0973,1.2172,0.002942,0.002858,0,0
LOT-006,L006-P069,10.4515,10.6923,10.8473,11.1908,9.9958,0.6395,0.7126,1.0891,1.3315,1.8686,0.010033,0.003462,0,0
LOT-006,L006-P070,10.2194,10.2742,10.5338,10.7074,9.9958,0.6395,0.3496,0.4353,0.8413,1.1127,0.002283,0.003008,0,0
LOT-006,L006-P071,10.4247,10.5814,10.7844,11.0489,9.9958,0.6395,0.6707,0.9157,1.2332,1.6468,0.006529,0.003247,0,0
LOT-006,L006-P072,10.4798,10.7088,10.8571,11.0327,9.9958,0.6395,0.7568,1.1149,1.3468,1.6214,0.009542,0.002249,0,0
LOT-006,L006-P073,10.7727,12.1388,15.2644,20.5546,9.9958,0.6395,1.2149,3.3511,8.2386,16.511,0.056921,0.058443,0,1
LOT-006,L006-P074,9.6137,9.9004,10.2134,10.5206,9.9958,0.6395,-0.5975,-0.1492,0.3403,0.8206,0.011946,0.004307,0,0
LOT-006,L006-P075,11.2876,11.4876,11.8421,12.0566,9.9958,0.6395,2.02,2.3328,2.8871,3.2225,0.008333,0.003951,0,0
LOT-006,L006-P076,10.0111,10.3326,10.5334,10.598,9.9958,0.6395,0.0239,0.5267,0.8407,0.9417,0.013396,0.001843,0,0
LOT-006,L006-P077,9.642,9.8514,9.8914,10.154,9.9958,0.6395,-0.5532,-0.2258,-0.1633,0.2474,0.008725,0.002101,0,0
LOT-006,L006-P078,10.5619,10.7366,10.9213,11.2403,9.9958,0.6395,0.8852,1.1584,1.4472,1.9461,0.007279,0.003498,0,0
LOT-006,L006-P079,10.7447,11.0817,11.3321,11.6333,9.9958,0.6395,1.1711,1.698,2.0896,2.5606,0.014042,0.003831,0,0
LOT-006,L006-P080,10.8537,11.066,11.2138,11.2932,9.9958,0.6395,1.3415,1.6735,1.9046,2.0288,0.008846,0.001578,0,0
LOT-006,L006-P081,10.2346,10.5736,10.7705,10.937,9.9958,0.6395,0.3734,0.9035,1.2114,1.4718,0.014125,0.002524,0,0
LOT-006,L006-P082,48.2447,62.3417,82.8363,114.1139,9.9958,0.6395,59.8106,81.8544,113.9023,162.8117,0.587375,0.359529,1,1
LOT-006,L006-P083,10.2147,10.3982,10.704,10.6511,9.9958,0.6395,0.3423,0.6292,1.1074,1.0247,0.007646,0.001756,0,0
LOT-006,L006-P084,9.8061,9.8537,10.1576,10.3727,9.9958,0.6395,-0.2966,-0.2222,0.253,0.5894,0.001983,0.003604,0,0
LOT-006,L006-P085,10.4852,10.6279,10.8628,11.0555,9.9958,0.6395,0.7653,0.9884,1.3557,1.6571,0.005946,0.002969,0,0
LOT-006,L006-P086,9.707,11.1138,15.3758,21.466,9.9958,0.6395,-0.4516,1.7482,8.4128,17.9362,0.058617,0.07189,0,1
LOT-006,L006-P087,10.27,10.4227,10.6561,10.8773,9.9958,0.6395,0.4288,0.6676,1.0325,1.3784,0.006363,0.003157,0,0
LOT-006,L006-P088,10.5684,10.6979,10.9732,11.2552,9.9958,0.6395,0.8954,1.0979,1.5284,1.9694,0.005396,0.00387,0,0
LOT-006,L006-P089,10.7584,10.9288,11.1606,11.3121,9.9958,0.6395,1.1925,1.459,1.8214,2.0583,0.0071,0.002662,0,0
LOT-006,L006-P090,9.8642,10.7352,13.6568,17.4596,9.9958,0.6395,-0.2058,1.1562,5.7248,11.6713,0.036292,0.046697,0,1
LOT-006,L006-P091,9.5184,9.6591,9.8806,10.055,9.9958,0.6395,-0.7465,-0.5265,-0.1801,0.0926,0.005863,0.002749,0,0
LOT-006,L006-P092,9.8414,9.8852,10.0889,10.2276,9.9958,0.6395,-0.2414,-0.1729,0.1456,0.3625,0.001825,0.002378,0,0
LOT-006,L006-P093,10.6685,10.8095,11.0243,11.1473,9.9958,0.6395,1.0519,1.2724,1.6083,1.8006,0.005875,0.002346,0,0
LOT-006,L006-P094,9.1669,9.3166,9.5998,9.8879,9.9958,0.6395,-1.2962,-1.0621,-0.6192,-0.1687,0.006237,0.003967,0,0
LOT-006,L006-P095,9.7526,9.9301,10.0953,10.3526,9.9958,0.6395,-0.3803,-0.1027,0.1556,0.5579,0.007396,0.002934,0,0
LOT-006,L006-P096,8.8537,9.0527,9.1964,9.2798,9.9958,0.6395,-1.7859,-1.4747,-1.25,-1.1196,0.008292,0.001577,0,0
LOT-006,L006-P097,10.0073,10.1797,10.2521,10.444,9.9958,0.6395,0.018,0.2876,0.4008,0.7009,0.007183,0.001835,0,0
LOT-006,L006-P098,9.4631,9.5482,9.566,9.8202,9.9958,0.6395,-0.833,-0.6999,-0.6721,-0.2746,0.003546,0.001889,0,0
LOT-006,L006-P099,11.0453,11.2639,11.5508,11.7901,9.9958,0.6395,1.6411,1.983,2.4316,2.8058,0.009108,0.003654,0,0
LOT-006,L006-P100,8.7631,8.8483,9.0484,9.4186,9.9958,0.6395,-1.9276,-1.7944,-1.4815,-0.9026,0.00355,0.00396,0,0
LOT-007,L007-P001,10.5851,10.8649,11.1087,11.4038,10.639,0.7207,-0.0748,0.3134,0.6517,1.0612,0.011658,0.003742,0,0
LOT-007,L007-P002,10.3749,10.5128,10.5663,10.7172,10.639,0.7207,-0.3664,-0.1751,-0.1009,0.1085,0.005746,0.001419,0,0
LOT-007,L007-P003,10.8876,11.2199,11.6325,12.0544,10.639,0.7207,0.3449,0.806,1.3785,1.9639,0.013846,0.005795,0,0
LOT-007,L007-P004,10.5244,10.5366,10.873,10.9838,10.639,0.7207,-0.159,-0.1421,0.3247,0.4784,0.000508,0.003106,0,0
LOT-007,L007-P005,10.9288,11.0617,11.2279,11.3672,10.639,0.7207,0.4021,0.5865,0.8171,1.0104,0.005537,0.002122,0,0
LOT-007,L007-P006,10.2505,10.4609,10.6918,10.8986,10.639,0.7207,-0.5391,-0.2471,0.0733,0.3602,0.008767,0.00304,0,0
LOT-007,L007-P007,10.9598,11.2372,11.4359,11.5641,10.639,0.7207,0.4451,0.83,1.1057,1.2836,0.011558,0.00227,0,0
LOT-007,L007-P008,10.4729,10.685,10.9818,11.2338,10.639,0.7207,-0.2305,0.0638,0.4756,0.8253,0.008838,0.003811,0,0
LOT-007,L007-P009,9.9343,10.147,10.3662,10.4823,10.639,0.7207,-0.9778,-0.6827,-0.3785,-0.2174,0.008862,0.002328,0,0
LOT-007,L007-P010,49.8014,65.7273,85.1373,114.3934,10.639,0.7207,54.3394,76.4372,103.3694,143.9634,0.663579,0.337959,1,1
LOT-007,L007-P011,10.0,10.013,10.2045,10.4014,10.639,0.7207,-0.8866,-0.8686,-0.6029,-0.3297,0.000542,0.002697,0,0
LOT-007,L007-P012,9.9834,10.1109,10.2876,10.4806,10.639,0.7207,-0.9097,-0.7328,-0.4876,-0.2198,0.005313,0.002567,0,0
LOT-007,L007-P013,11.2804,11.4119,11.7076,11.6329,10.639,0.7207,0.89,1.0724,1.4827,1.3791,0.005479,0.001535,0,0
LOT-007,L007-P014,10.2788,10.5526,10.766,10.9061,10.639,0.7207,-0.4998,-0.1199,0.1762,0.3706,0.011408,0.002455,0,0
LOT-007,L007-P015,9.839,10.0805,10.352,10.6028,10.639,0.7207,-1.11,-0.7749,-0.3982,-0.0502,0.010063,0.003627,0,0
LOT-007,L007-P016,13.4686,14.3036,17.9059,22.4395,10.639,0.7207,3.9262,5.0848,10.0831,16.3737,0.034792,0.056499,0,1
LOT-007,L007-P017,9.5197,9.6755,9.9505,10.0611,10.639,0.7207,-1.5531,-1.3369,-0.9553,-0.8019,0.006492,0.002678,0,0
LOT-007,L007-P018,10.339,10.4286,10.6336,10.9594,10.639,0.7207,-0.4163,-0.2919,-0.0075,0.4446,0.003733,0.003686,0,0
LOT-007,L007-P019,10.8732,11.0175,11.3429,11.4311,10.639,0.7207,0.325,0.5252,0.9767,1.0991,0.006012,0.002872,0,0
LOT-007,L007-P020,10.5125,10.746,11.0058,11.3354,10.639,0.7207,-0.1755,0.1485,0.5089,0.9663,0.009729,0.004093,0,0
LOT-007,L007-P021,10.1325,10.2162,10.5167,10.7363,10.639,0.7207,-0.7028,-0.5867,-0.1697,0.135,0.003488,0.003612,0,0
LOT-007,L007-P022,11.7763,12.0352,12.3721,12.5265,10.639,0.7207,1.578,1.9373,2.4047,2.619,0.010787,0.003412,0,0
LOT-007,L007-P023,10.8778,11.1005,11.2542,11.3561,10.639,0.7207,0.3313,0.6403,0.8536,0.995,0.009279,0.001775,0,0
LOT-007,L007-P024,11.2704,11.5682,11.7578,11.9348,10.639,0.7207,0.8761,1.2893,1.5524,1.798,0.012408,0.002546,0,0
LOT-007,L007-P025,10.0479,10.1278,10.3309,10.4155,10.639,0.7207,-0.8202,-0.7093,-0.4275,-0.3101,0.003329,0.001998,0,0
LOT-007,L007-P026,10.8725,10.9607,11.2193,11.1201,10.639,0.7207,0.324,0.4464,0.8052,0.6675,0.003675,0.001107,0,0
LOT-007,L007-P027,12.1349,12.2851,12.6176,12.8992,10.639,0.7207,2.0756,2.284,2.7454,3.1361,0.006258,0.004265,0,0
LOT-007,L007-P028,9.9551,10.2749,10.6181,10.7945,10.639,0.7207,-0.9489,-0.5052,-0.029,0.2158,0.013325,0.003608,0,0
LOT-007,L007-P029,10.4443,10.6718,10.8114,11.1038,10.639,0.7207,-0.2702,0.0455,0.2392,0.6449,0.009479,0.003,0,0
LOT-007,L007-P030,10.2578,10.3532,10.7255,10.8997,10.639,0.7207,-0.5289,-0.3966,0.12,0.3617,0.003975,0.003795,0,0
LOT-007,L007-P031,10.8043,11.1213,11.365,11.38,10.639,0.7207,0.2294,0.6692,1.0074,1.0282,0.013208,0.001797,0,0
LOT-007,L007-P032,9.6529,9.9918,10.333,10.5435,10.639,0.7207,-1.3683,-0.898,-0.4246,-0.1325,0.014121,0.003831,0,0
LOT-007,L007-P033,11.2532,11.5333,11.9742,12.2552,10.639,0.7207,0.8522,1.2409,1.8526,2.2425,0.011671,0.005013,0,0
LOT-007,L007-P034,9.4463,9.5495,9.7872,9.9966,10.639,0.7207,-1.6549,-1.5117,-1.1819,-0.8914,0.0043,0.003105,0,0
LOT-007,L007-P035,9.8981,10.0703,10.3352,10.4672,10.639,0.7207,-1.028,-0.7891,-0.4215,-0.2384,0.007175,0.002756,0,0
LOT-007,L007-P036,10.6909,10.8539,11.0087,11.2165,10.639,0.7207,0.072,0.2982,0.513,0.8013,0.006792,0.002518,0,0
LOT-007,L007-P037,9.3819,9.6084,9.8518,10.0969,10.639,0.7207,-1.7443,-1.43,-1.0923,-0.7522,0.009437,0.003392,0,0
LOT-007,L007-P038,10.3409,10.6719,10.9776,11.044,10.639,0.7207,-0.4136,0.0457,0.4698,0.562,0.013792,0.002584,0,0
LOT-007,L007-P039,9.2945,9.5568,9.8498,10.0931,10.639,0.7207,-1.8655,-1.5016,-1.095,-0.7575,0.010929,0.003724,0,0
LOT-007,L007-P040,9.7113,9.7796,9.9712,10.275,10.639,0.7207,-1.2872,-1.1925,-0.9266,-0.5051,0.002846,0.00344,0,0
LOT-007,L007-P041,10.5898,10.7017,11.0751,11.2686,10.639,0.7207,-0.0683,0.087,0.6051,0.8736,0.004663,0.003937,0,0
LOT-007,L007-P042,11.504,11.647,11.8558,12.1712,10.639,0.7207,1.2002,1.3986,1.6884,2.126,0.005958,0.00364,0,0
LOT-007,L007-P043,10.935,11.1001,11.3837,11.7794,10.639,0.7207,0.4107,0.6398,1.0333,1.5824,0.006879,0.004717,0,0
LOT-007,L007-P044,8.8457,9.8069,13.6197,20.0187,10.639,0.7207,-2.4883,-1.1546,4.1358,13.0147,0.04005,0.070915,0,1
LOT-007,L007-P045,10.1646,10.3172,10.5842,10.688,10.639,0.7207,-0.6582,-0.4465,-0.076,0.068,0.006358,0.002575,0,0
LOT-007,L007-P046,10.4901,10.6845,10.9832,11.1616,10.639,0.7207,-0.2066,0.0631,0.4776,0.7251,0.0081,0.003313,0,0
LOT-007,L007-P047,10.1848,10.4575,10.6739,10.9164,10.639,0.7207,-0.6302,-0.2518,0.0484,0.3849,0.011363,0.003187,0,0
LOT-007,L007-P048,11.5019,11.6446,11.8658,11.9588,10.639,0.7207,1.1973,1.3953,1.7022,1.8313,0.005946,0.002182,0,0
LOT-007,L007-P049,9.3511,9.4867,9.7571,9.8369,10.639,0.7207,-1.787,-1.5989,-1.2237,-1.1129,0.00565,0.002432,0,0
LOT-007,L007-P050,10.3538,10.4378,10.6586,10.8739,10.639,0.7207,-0.3957,-0.2792,0.0272,0.3259,0.0035,0.003028,0,0
LOT-007,L007-P051,11.3728,11.6932,11.945,12.1675,10.639,0.7207,1.0182,1.4627,1.8121,2.1209,0.01335,0.003294,0,0
LOT-007,L007-P052,11.1382,11.4354,11.6292,12.0282,10.639,0.7207,0.6927,1.105,1.3739,1.9276,0.012383,0.004117,0,0
LOT-007,L007-P053,10.8919,11.1339,11.4392,11.6626,10.639,0.7207,0.3509,0.6867,1.1103,1.4203,0.010083,0.003672,0,0
LOT-007,L007-P054,10.4599,10.6213,10.9878,11.261,10.639,0.7207,-0.2485,-0.0246,0.484,0.863,0.006725,0.004442,0,0
LOT-007,L007-P055,10.4852,10.6607,11.0326,11.0375,10.639,0.7207,-0.2134,0.0301,0.5461,0.5529,0.007312,0.002617,0,0
LOT-007,L007-P056,10.7425,10.9044,11.1459,11.4966,10.639,0.7207,0.1436,0.3683,0.7033,1.19,0.006746,0.004113,0,0
LOT-007,L007-P057,10.1402,10.4035,10.7119,10.8989,10.639,0.7207,-0.6921,-0.3268,0.1012,0.3606,0.010971,0.00344,0,0
LOT-007,L007-P058,11.0569,11.2428,11.4591,11.7874,10.639,0.7207,0.5799,0.8378,1.1379,1.5935,0.007746,0.003782,0,0
LOT-007,L007-P059,11.4229,11.4995,11.8067,12.0518,10.639,0.7207,1.0877,1.194,1.6202,1.9603,0.003192,0.003835,0,0
LOT-007,L007-P060,9.2914,9.4452,9.6613,10.011,10.639,0.7207,-1.8698,-1.6564,-1.3566,-0.8714,0.006408,0.003929,0,0
LOT-007,L007-P061,10.296,10.4604,10.6348,10.9397,10.639,0.7207,-0.4759,-0.2478,-0.0058,0.4172,0.00685,0.003328,0,0
LOT-007,L007-P062,11.8321,11.9822,12.1814,12.322,10.639,0.7207,1.6555,1.8637,2.1401,2.3352,0.006254,0.00236,0,0
LOT-007,L007-P063,10.5624,11.9364,15.2222,18.3225,10.639,0.7207,-0.1063,1.8002,6.3594,10.6612,0.05725,0.044348,0,1
LOT-007,L007-P064,10.5747,10.7517,10.8286,11.1781,10.639,0.7207,-0.0892,0.1564,0.2631,0.748,0.007375,0.002961,0,0
LOT-007,L007-P065,9.3894,9.5967,9.7448,10.0382,10.639,0.7207,-1.7339,-1.4462,-1.2407,-0.8336,0.008638,0.003066,0,0
LOT-007,L007-P066,11.2493,11.2591,11.4992,11.6389,10.639,0.7207,0.8468,0.8604,1.1936,1.3874,0.000408,0.002637,0,0
LOT-007,L007-P067,10.2132,10.4456,10.7592,10.9043,10.639,0.7207,-0.5908,-0.2684,0.1668,0.3681,0.009683,0.003185,0,0
LOT-007,L007-P068,10.5592,10.6675,11.0017,11.1648,10.639,0.7207,-0.1107,0.0395,0.5033,0.7296,0.004512,0.003453,0,0
