Lot_ID,Part_ID,Value_0h_uA,Value_24h_uA,Value_96h_uA,Value_168h_uA,Lot_Mean_uA,Lot_Sigma_uA,Dynamic_Z_0h,Dynamic_Z_24h,Dynamic_Z_96h,Dynamic_Z_168h,Slope_0_24_uA_per_h,Slope_24_168_uA_per_h,Static_Limit_Fail,Latent_Defect_Label
LOT-022,LOT022-P079,11.0418,11.2763,11.4809,11.7618,10.45,0.68,0.8703,1.2151,1.516,1.9291,0.009771,0.003372,0,0
LOT-022,LOT022-P080,10.5681,10.9647,11.205,11.4117,10.45,0.68,0.1737,0.7569,1.1103,1.4143,0.016525,0.003104,0,0
LOT-022,LOT022-P081,9.8772,10.0672,10.3049,10.4048,10.45,0.68,-0.8424,-0.5629,-0.2134,-0.0665,0.007917,0.002344,0,0
LOT-022,LOT022-P082,11.1815,11.3507,11.5306,11.8172,10.45,0.68,1.0757,1.3246,1.5891,2.0106,0.00705,0.00324,0,0
LOT-022,LOT022-P083,11.386,11.7144,12.0433,12.3733,10.45,0.68,1.3765,1.8594,2.3431,2.8284,0.013683,0.004576,0,0
LOT-022,LOT022-P084,9.6178,9.7541,10.0769,10.2291,10.45,0.68,-1.2238,-1.0234,-0.5487,-0.3249,0.005679,0.003299,0,0
LOT-022,LOT022-P085,9.6745,11.3148,15.4001,23.0907,10.45,0.68,-1.1404,1.2718,7.2796,18.5893,0.068346,0.081777,0,1
LOT-022,LOT022-P086,11.9206,12.1046,12.3645,12.5683,10.45,0.68,2.1626,2.4332,2.8154,3.1151,0.007667,0.00322,0,0
LOT-022,LOT022-P087,9.5445,9.7361,10.09,10.3052,10.45,0.68,-1.3316,-1.0499,-0.5294,-0.2129,0.007983,0.003952,0,0
LOT-022,LOT022-P088,9.751,11.1883,15.1517,23.8655,10.45,0.68,-1.0279,1.0857,6.9143,19.7287,0.059888,0.088036,0,1
LOT-022,LOT022-P089,11.1625,11.3515,11.7035,11.9827,10.45,0.68,1.0478,1.3257,1.8434,2.254,0.007875,0.004383,0,0
LOT-022,LOT022-P090,10.542,10.7843,11.0683,11.342,10.45,0.68,0.1353,0.4916,0.9093,1.3118,0.010096,0.003873,0,0
LOT-022,LOT022-P091,10.9949,11.267,11.5651,11.6723,10.45,0.68,0.8013,1.2015,1.6399,1.7975,0.011338,0.002815,0,0
LOT-022,LOT022-P092,9.5534,9.8472,10.0323,10.0985,10.45,0.68,-1.3185,-0.8865,-0.6143,-0.5169,0.012242,0.001745,0,0
LOT-022,LOT022-P093,10.3026,10.539,10.6566,10.801,10.45,0.68,-0.2168,0.1309,0.3038,0.5162,0.00985,0.001819,0,0
LOT-022,LOT022-P094,10.3876,10.7111,11.1356,11.2246,10.45,0.68,-0.0918,0.384,1.0082,1.1391,0.013479,0.003566,0,0
LOT-022,LOT022-P095,10.412,10.6131,10.7284,10.8614,10.45,0.68,-0.0559,0.2399,0.4094,0.605,0.008379,0.001724,0,0
LOT-022,LOT022-P096,11.0624,11.1667,11.3608,11.6674,10.45,0.68,0.9006,1.054,1.3394,1.7903,0.004346,0.003477,0,0
LOT-022,LOT022-P097,9.5865,9.7661,9.9022,10.2577,10.45,0.68,-1.2699,-1.0057,-0.8056,-0.2828,0.007483,0.003414,0,0
LOT-022,LOT022-P098,10.645,10.7985,11.0902,11.3295,10.45,0.68,0.2868,0.5125,0.9415,1.2934,0.006396,0.003687,0,0
LOT-022,LOT022-P099,9.8602,11.1816,15.4049,23.1716,10.45,0.68,-0.8674,1.0759,7.2866,18.7082,0.055058,0.083264,0,1
LOT-022,LOT022-P100,11.017,11.1491,11.3579,11.552,10.45,0.68,0.8338,1.0281,1.3351,1.6206,0.005504,0.002798,0,0
LOT-023,LOT023-P001,10.2219,10.3605,10.6242,10.8385,9.2,0.48,2.129,2.4177,2.9671,3.4135,0.005775,0.003319,0,0
LOT-023,LOT023-P002,41.776,56.0029,81.4335,121.2915,9.2,0.48,67.8667,97.506,150.4865,233.524,0.592787,0.453393,1,1
LOT-023,LOT023-P003,9.3661,9.548,9.7887,10.0404,9.2,0.48,0.346,0.725,1.2265,1.7508,0.007579,0.003419,0,0
LOT-023,LOT023-P004,8.7222,8.7586,8.9609,9.2234,9.2,0.48,-0.9954,-0.9196,-0.4981,0.0488,0.001517,0.003228,0,0
LOT-023,LOT023-P005,9.261,9.4594,9.7273,9.9331,9.2,0.48,0.1271,0.5404,1.0985,1.5273,0.008267,0.00329,0,0
LOT-023,LOT023-P006,8.8764,9.0564,9.3038,9.427,9.2,0.48,-0.6742,-0.2992,0.2163,0.4729,0.0075,0.002574,0,0
LOT-023,LOT023-P007,8.8627,9.1158,9.4198,9.6534,9.2,0.48,-0.7027,-0.1754,0.4579,0.9446,0.010546,0.003733,0,0
LOT-023,LOT023-P008,8.3986,10.1012,15.2029,22.9692,9.2,0.48,-1.6696,1.8775,12.506,28.6858,0.070942,0.089361,0,1
LOT-023,LOT023-P009,9.4711,9.6359,10.0124,10.1023,9.2,0.48,0.5648,0.9081,1.6925,1.8798,0.006867,0.003239,0,0
LOT-023,LOT023-P010,9.2405,9.3641,9.508,9.7806,9.2,0.48,0.0844,0.3419,0.6417,1.2096,0.00515,0.002892,0,0
LOT-023,LOT023-P011,8.7846,9.0122,9.1922,9.3852,9.2,0.48,-0.8654,-0.3912,-0.0162,0.3858,0.009483,0.00259,0,0
LOT-023,LOT023-P012,9.7832,10.0519,10.2762,10.5763,9.2,0.48,1.215,1.7748,2.2421,2.8673,0.011196,0.003642,0,0
LOT-023,LOT023-P013,8.3575,8.5176,8.7444,8.8843,9.2,0.48,-1.7552,-1.4217,-0.9492,-0.6577,0.006671,0.002547,0,0
LOT-023,LOT023-P014,9.2591,9.4824,9.6885,9.6562,9.2,0.48,0.1231,0.5883,1.0177,0.9504,0.009304,0.001207,0,0
LOT-023,LOT023-P015,53.8807,67.8556,90.6672,122.6686,9.2,0.48,93.0848,122.1992,169.7233,236.3929,0.582287,0.380646,1,1
LOT-023,LOT023-P016,8.7778,8.9971,9.1744,9.3076,9.2,0.48,-0.8796,-0.4227,-0.0533,0.2242,0.009138,0.002156,0,0
LOT-023,LOT023-P017,8.497,8.7129,8.9526,9.0907,9.2,0.48,-1.4646,-1.0148,-0.5154,-0.2277,0.008996,0.002624,0,0
LOT-023,LOT023-P018,8.3837,8.6067,8.8335,9.1479,9.2,0.48,-1.7006,-1.236,-0.7635,-0.1085,0.009292,0.003758,0,0
LOT-023,LOT023-P019,9.1689,9.3015,9.571,9.5918,9.2,0.48,-0.0648,0.2115,0.7729,0.8162,0.005525,0.002016,0,0
LOT-023,LOT023-P020,8.741,8.865,9.1316,9.4774,9.2,0.48,-0.9562,-0.6979,-0.1425,0.5779,0.005167,0.004253,0,0
LOT-023,LOT023-P021,9.1333,9.2502,9.414,9.6341,9.2,0.48,-0.139,0.1046,0.4458,0.9044,0.004871,0.002666,0,0
LOT-023,LOT023-P022,9.806,10.191,10.3541,10.6265,9.2,0.48,1.2625,2.0646,2.4044,2.9719,0.016042,0.003024,0,0
LOT-023,LOT023-P023,9.5577,9.7285,10.0485,10.2698,9.2,0.48,0.7452,1.101,1.7677,2.2288,0.007117,0.003759,0,0
LOT-023,LOT023-P024,9.147,9.3613,9.6067,9.8188,9.2,0.48,-0.1104,0.336,0.8473,1.2892,0.008929,0.003177,0,0
LOT-023,LOT023-P025,10.0399,10.2221,10.4625,10.6971,9.2,0.48,1.7498,2.1294,2.6302,3.119,0.007592,0.003299,0,0
LOT-023,LOT023-P026,9.5071,9.6365,9.6452,9.7135,9.2,0.48,0.6398,0.9094,0.9275,1.0698,0.005392,0.000535,0,0
LOT-023,LOT023-P027,9.0784,9.3228,9.5501,9.7359,9.2,0.48,-0.2533,0.2558,0.7294,1.1165,0.010183,0.002869,0,0
LOT-023,LOT023-P028,9.0451,9.1928,9.2935,9.4225,9.2,0.48,-0.3227,-0.015,0.1948,0.4635,0.006154,0.001595,0,0
LOT-023,LOT023-P029,50.2369,61.2925,80.5359,110.4638,9.2,0.48,85.4935,108.526,148.6165,210.9663,0.46065,0.341467,1,1
LOT-023,LOT023-P030,8.9941,9.2427,9.373,9.5336,9.2,0.48,-0.429,0.089,0.3604,0.695,0.010358,0.00202,0,0
LOT-023,LOT023-P031,9.6094,9.8066,10.2159,10.2654,9.2,0.48,0.8529,1.2638,2.1165,2.2196,0.008217,0.003186,0,0
LOT-023,LOT023-P032,9.2276,9.3926,9.6053,9.9089,9.2,0.48,0.0575,0.4013,0.8444,1.4769,0.006875,0.003585,0,0
LOT-023,LOT023-P033,8.5499,8.7358,9.0561,9.1824,9.2,0.48,-1.3544,-0.9671,-0.2998,-0.0367,0.007746,0.003101,0,0
LOT-023,LOT023-P034,9.249,9.5808,9.8144,9.9976,9.2,0.48,0.1021,0.7933,1.28,1.6617,0.013825,0.002894,0,0
LOT-023,LOT023-P035,9.3123,9.4407,9.6898,9.8727,9.2,0.48,0.234,0.5015,1.0204,1.4015,0.00535,0.003,0,0
LOT-023,LOT023-P036,7.8962,8.1292,8.4603,8.6339,9.2,0.48,-2.7162,-2.2308,-1.541,-1.1794,0.009708,0.003505,0,0
LOT-023,LOT023-P037,8.5762,9.5411,14.3095,19.4976,9.2,0.48,-1.2996,0.7106,10.6448,21.4533,0.040204,0.069142,0,1
LOT-023,LOT023-P038,9.0486,9.2266,9.3472,9.6609,9.2,0.48,-0.3154,0.0554,0.3067,0.9602,0.007417,0.003016,0,0
LOT-023,LOT023-P039,9.0396,9.2241,9.4191,9.6805,9.2,0.48,-0.3342,0.0502,0.4565,1.001,0.007687,0.003169,0,0
LOT-023,LOT023-P040,9.4663,9.6201,9.8613,10.0257,9.2,0.48,0.5548,0.8752,1.3777,1.7202,0.006408,0.002817,0,0
LOT-023,LOT023-P041,9.1846,9.3698,9.6713,9.8216,9.2,0.48,-0.0321,0.3538,0.9819,1.295,0.007717,0.003138,0,0
LOT-023,LOT023-P042,9.3118,9.4777,9.7691,10.0232,9.2,0.48,0.2329,0.5785,1.1856,1.715,0.006913,0.003788,0,0
LOT-023,LOT023-P043,8.8005,9.0874,9.4476,9.689,9.2,0.48,-0.8323,-0.2346,0.5158,1.0188,0.011954,0.004178,0,0
LOT-023,LOT023-P044,9.1824,9.3661,9.6008,9.6807,9.2,0.48,-0.0367,0.346,0.835,1.0015,0.007654,0.002185,0,0
LOT-023,LOT023-P045,9.6813,9.8287,10.132,10.3379,9.2,0.48,1.0027,1.3098,1.9417,2.3706,0.006142,0.003536,0,0
LOT-023,LOT023-P046,9.3593,9.5337,9.871,9.9833,9.2,0.48,0.3319,0.6952,1.3979,1.6319,0.007267,0.003122,0,0
LOT-023,LOT023-P047,8.5345,8.6914,8.9691,9.2499,9.2,0.48,-1.3865,-1.0596,-0.481,0.104,0.006538,0.003878,0,0
LOT-023,LOT023-P048,9.5661,9.6535,9.6825,9.9301,9.2,0.48,0.7627,0.9448,1.0052,1.521,0.003642,0.001921,0,0
LOT-023,LOT023-P049,9.0952,9.2162,9.5027,9.7917,9.2,0.48,-0.2183,0.0338,0.6306,1.2327,0.005042,0.003997,0,0
LOT-023,LOT023-P050,9.7883,10.0368,10.2757,10.5967,9.2,0.48,1.2256,1.7433,2.241,2.9098,0.010354,0.003888,0,0
LOT-023,LOT023-P051,8.9314,9.1204,9.4396,9.6116,9.2,0.48,-0.5596,-0.1658,0.4992,0.8575,0.007875,0.003411,0,0
LOT-023,LOT023-P052,8.7515,10.23,13.8417,18.8392,9.2,0.48,-0.9344,2.1458,9.6702,20.0817,0.061604,0.059786,0,1
LOT-023,LOT023-P053,9.4256,9.6659,9.8944,10.0206,9.2,0.48,0.47,0.9706,1.4467,1.7096,0.010013,0.002463,0,0
LOT-023,LOT023-P054,8.1986,9.8283,13.3458,19.629,9.2,0.48,-2.0862,1.309,8.6371,21.7271,0.067904,0.06806,0,1
LOT-023,LOT023-P055,10.0602,10.2439,10.5318,10.9204,9.2,0.48,1.7921,2.1748,2.7746,3.5842,0.007654,0.004698,0,0
LOT-023,LOT023-P056,9.1207,9.3284,9.7045,9.7726,9.2,0.48,-0.1652,0.2675,1.051,1.1929,0.008654,0.003085,0,0
LOT-023,LOT023-P057,9.6163,10.8289,16.0182,20.6681,9.2,0.48,0.8673,3.3935,14.2046,23.8919,0.050525,0.068328,0,1
LOT-023,LOT023-P058,9.2965,11.0599,16.1867,25.0939,9.2,0.48,0.201,3.8748,14.5556,33.1123,0.073475,0.097458,0,1
LOT-023,LOT023-P059,9.5368,9.6714,9.847,9.9541,9.2,0.48,0.7017,0.9821,1.3479,1.571,0.005608,0.001963,0,0
LOT-023,LOT023-P060,8.9761,9.1284,9.4173,9.4662,9.2,0.48,-0.4665,-0.1492,0.4527,0.5546,0.006346,0.002346,0,0
LOT-023,LOT023-P061,9.1563,9.3176,9.5415,9.7279,9.2,0.48,-0.091,0.245,0.7115,1.0998,0.006721,0.002849,0,0
LOT-023,LOT023-P062,9.2349,9.4161,9.7279,9.7475,9.2,0.48,0.0727,0.4502,1.0998,1.1406,0.00755,0.002301,0,0
LOT-023,LOT023-P063,9.4819,9.6261,9.9755,10.163,9.2,0.48,0.5873,0.8877,1.6156,2.0063,0.006008,0.003728,0,0
LOT-023,LOT023-P064,8.7486,8.9621,9.1223,9.333,9.2,0.48,-0.9404,-0.4956,-0.1619,0.2771,0.008896,0.002576,0,0
LOT-023,LOT023-P065,9.8582,9.9935,10.428,10.6552,9.2,0.48,1.3713,1.6531,2.5583,3.0317,0.005637,0.004595,0,0
LOT-023,LOT023-P066,9.0329,9.0689,9.2131,9.4804,9.2,0.48,-0.3481,-0.2731,0.0273,0.5842,0.0015,0.002858,0,0
LOT-023,LOT023-P067,8.8427,9.0157,9.3013,9.6201,9.2,0.48,-0.7444,-0.384,0.211,0.8752,0.007208,0.004197,0,0
LOT-023,LOT023-P068,8.0417,8.161,8.2958,8.5603,9.2,0.48,-2.4131,-2.1646,-1.8837,-1.3327,0.004971,0.002773,0,0
LOT-023,LOT023-P069,10.1383,10.2809,10.4832,10.613,9.2,0.48,1.9548,2.2519,2.6733,2.9438,0.005942,0.002306,0,0
LOT-023,LOT023-P070,8.6586,8.8561,9.0769,9.1512,9.2,0.48,-1.1279,-0.7165,-0.2565,-0.1017,0.008229,0.002049,0,0
LOT-023,LOT023-P071,9.8006,10.0443,10.1366,10.3612,9.2,0.48,1.2513,1.759,1.9513,2.4192,0.010154,0.002201,0,0
LOT-023,LOT023-P072,9.7834,9.9822,10.1026,10.4117,9.2,0.48,1.2154,1.6296,1.8804,2.5244,0.008283,0.002983,0,0
LOT-023,LOT023-P073,9.0764,9.1408,9.4143,9.5851,9.2,0.48,-0.2575,-0.1233,0.4465,0.8023,0.002683,0.003085,0,0
LOT-023,LOT023-P074,8.4532,8.6363,8.8791,9.0567,9.2,0.48,-1.5558,-1.1744,-0.6685,-0.2985,0.007629,0.002919,0,0
LOT-023,LOT023-P075,9.6298,9.7777,9.9922,10.2395,9.2,0.48,0.8954,1.2035,1.6504,2.1656,0.006162,0.003207,0,0
LOT-023,LOT023-P076,9.1075,9.2095,9.3126,9.5249,9.2,0.48,-0.1927,0.0198,0.2346,0.6769,0.00425,0.00219,0,0
LOT-023,LOT023-P077,10.1699,10.3149,10.5606,10.7069,9.2,0.48,2.0206,2.3227,2.8346,3.1394,0.006042,0.002722,0,0
LOT-023,LOT023-P078,9.8736,10.0867,10.2678,10.4127,9.2,0.48,1.4033,1.8473,2.2246,2.5265,0.008879,0.002264,0,0
LOT-023,LOT023-P079,9.2752,9.4279,9.7616,10.0724,9.2,0.48,0.1567,0.4748,1.17,1.8175,0.006362,0.004476,0,0
LOT-023,LOT023-P080,10.0746,10.2581,10.4784,10.7234,9.2,0.48,1.8221,2.2044,2.6633,3.1738,0.007646,0.003231,0,0
LOT-023,LOT023-P081,9.819,10.0551,10.2822,10.4602,9.2,0.48,1.2896,1.7815,2.2546,2.6254,0.009837,0.002813,0,0
LOT-023,LOT023-P082,9.1385,9.3376,9.625,9.6973,9.2,0.48,-0.1281,0.2867,0.8854,1.036,0.008296,0.002498,0,0
LOT-023,LOT023-P083,9.3444,9.4802,9.6959,10.0054,9.2,0.48,0.3008,0.5838,1.0331,1.6779,0.005658,0.003647,0,0
LOT-023,LOT023-P084,9.5762,11.3501,15.7383,23.9917,9.2,0.48,0.7838,4.4794,13.6215,30.816,0.073912,0.087789,0,1
LOT-023,LOT023-P085,9.49,9.6297,9.9604,10.1953,9.2,0.48,0.6042,0.8952,1.5842,2.0735,0.005821,0.003928,0,0
LOT-023,LOT023-P086,9.0041,9.1653,9.4141,9.5806,9.2,0.48,-0.4081,-0.0723,0.446,0.7929,0.006717,0.002884,0,0
LOT-023,LOT023-P087,8.9406,9.0909,9.4453,9.5854,9.2,0.48,-0.5404,-0.2273,0.511,0.8029,0.006262,0.003434,0,0
LOT-023,LOT023-P088,8.8943,9.0816,9.3143,9.3606,9.2,0.48,-0.6369,-0.2467,0.2381,0.3346,0.007804,0.001937,0,0
LOT-023,LOT023-P089,9.058,9.2192,9.5138,9.9147,9.2,0.48,-0.2958,0.04,0.6538,1.489,0.006717,0.00483,0,0
LOT-023,LOT023-P090,8.8518,8.9146,9.3764,9.6575,9.2,0.48,-0.7254,-0.5946,0.3675,0.9531,0.002617,0.005159,0,0
LOT-023,LOT023-P091,8.7122,8.7968,8.8686,9.0937,9.2,0.48,-1.0163,-0.84,-0.6904,-0.2215,0.003525,0.002062,0,0
LOT-023,LOT023-P092,9.3192,9.5706,9.8362,10.0642,9.2,0.48,0.2483,0.7721,1.3254,1.8004,0.010475,0.003428,0,0
LOT-023,LOT023-P093,8.7683,9.0219,9.2785,9.3897,9.2,0.48,-0.8994,-0.371,0.1635,0.3952,0.010567,0.002554,0,0
LOT-023,LOT023-P094,8.994,9.2012,9.3933,9.6115,9.2,0.48,-0.4292,0.0025,0.4027,0.8573,0.008633,0.002849,0,0
LOT-023,LOT023-P095,8.5682,8.5873,8.865,9.0207,9.2,0.48,-1.3163,-1.2765,-0.6979,-0.3735,0.000796,0.00301,0,0
LOT-023,LOT023-P096,8.5728,8.7176,8.9611,9.2485,9.2,0.48,-1.3067,-1.005,-0.4977,0.101,0.006033,0.003687,0,0
LOT-023,LOT023-P097,10.1416,10.3815,10.5366,10.7337,9.2,0.48,1.9617,2.4615,2.7846,3.1952,0.009996,0.002446,0,0
LOT-023,LOT023-P098,9.4951,9.6828,9.8535,10.1172,9.2,0.48,0.6148,1.0058,1.3615,1.9108,0.007821,0.003017,0,0
LOT-023,LOT023-P099,9.0191,9.257,9.6124,9.8708,9.2,0.48,-0.3769,0.1188,0.8592,1.3975,0.009912,0.004262,0,0
LOT-023,LOT023-P100,9.956,11.7677,15.5859,20.4203,9.2,0.48,1.575,5.3494,13.304,23.3756,0.075487,0.060088,0,1
LOT-024,LOT024-P001,10.5484,10.7635,11.0538,11.3298,11.1,0.72,-0.7661,-0.4674,-0.0642,0.3192,0.008962,0.003933,0,0
LOT-024,LOT024-P002,11.6163,11.8362,12.0209,12.2084,11.1,0.72,0.7171,1.0225,1.279,1.5394,0.009162,0.002585,0,0
LOT-024,LOT024-P003,10.733,10.8729,11.1397,11.3744,11.1,0.72,-0.5097,-0.3154,0.0551,0.3811,0.005829,0.003483,0,0
LOT-024,LOT024-P004,11.4633,11.6696,11.8416,11.895,11.1,0.72,0.5046,0.7911,1.03,1.1042,0.008596,0.001565,0,0
LOT-024,LOT024-P005,11.0989,11.2772,11.5307,11.7826,11.1,0.72,-0.0015,0.2461,0.5982,0.9481,0.007429,0.00351,0,0
LOT-024,LOT024-P006,9.284,9.568,9.7412,10.0123,11.1,0.72,-2.5222,-2.1278,-1.8872,-1.5107,0.011833,0.003085,0,0
LOT-024,LOT024-P007,47.3115,58.3921,80.6078,107.8478,11.1,0.72,50.2938,65.6835,96.5386,134.3719,0.461692,0.343442,1,1
LOT-024,LOT024-P008,9.9455,10.173,10.445,10.6629,11.1,0.72,-1.6035,-1.2875,-0.9097,-0.6071,0.009479,0.003402,0,0
LOT-024,LOT024-P009,9.9678,10.0995,10.3511,10.4947,11.1,0.72,-1.5725,-1.3896,-1.0401,-0.8407,0.005488,0.002744,0,0
LOT-024,LOT024-P010,12.2889,13.6729,18.0012,24.3477,11.1,0.72,1.6513,3.5735,9.585,18.3996,0.057667,0.074131,0,1
LOT-024,LOT024-P011,11.9036,12.1081,12.2595,12.4992,11.1,0.72,1.1161,1.4001,1.6104,1.9433,0.008521,0.002716,0,0
LOT-024,LOT024-P012,41.0205,58.0181,80.6978,116.3208,11.1,0.72,41.5562,65.164,96.6636,146.14,0.708233,0.40488,1,1
LOT-024,LOT024-P013,11.1089,11.3389,11.6561,11.9067,11.1,0.72,0.0124,0.3318,0.7724,1.1204,0.009583,0.003943,0,0
LOT-024,LOT024-P014,10.1629,10.3445,10.742,10.7912,11.1,0.72,-1.3015,-1.0493,-0.4972,-0.4289,0.007567,0.003102,0,0
LOT-024,LOT024-P015,11.7178,11.8722,12.1486,12.3657,11.1,0.72,0.8581,1.0725,1.4564,1.7579,0.006433,0.003427,0,0
LOT-024,LOT024-P016,10.6706,10.8534,11.1089,11.3495,11.1,0.72,-0.5964,-0.3425,0.0124,0.3465,0.007617,0.003445,0,0
LOT-024,LOT024-P017,10.6549,10.7865,10.8529,11.0543,11.1,0.72,-0.6182,-0.4354,-0.3432,-0.0635,0.005483,0.00186,0,0
LOT-024,LOT024-P018,11.2391,11.5008,11.8182,12.0157,11.1,0.72,0.1932,0.5567,0.9975,1.2718,0.010904,0.003576,0,0
LOT-024,LOT024-P019,11.075,11.2528,11.449,11.6164,11.1,0.72,-0.0347,0.2122,0.4847,0.7172,0.007408,0.002525,0,0
LOT-024,LOT024-P020,10.7161,10.8307,11.0889,11.2831,11.1,0.72,-0.5332,-0.374,-0.0154,0.2543,0.004775,0.003142,0,0
LOT-024,LOT024-P021,12.3231,12.5668,12.9132,13.1926,11.1,0.72,1.6988,2.0372,2.5183,2.9064,0.010154,0.004346,0,0
LOT-024,LOT024-P022,10.8428,11.0222,11.1558,11.3033,11.1,0.72,-0.3572,-0.1081,0.0775,0.2824,0.007475,0.001952,0,0
LOT-024,LOT024-P023,11.6701,11.8765,12.1575,12.2226,11.1,0.72,0.7918,1.0785,1.4688,1.5592,0.0086,0.002403,0,0
LOT-024,LOT024-P024,10.3193,10.4968,10.864,11.1043,11.1,0.72,-1.0843,-0.8378,-0.3278,0.006,0.007396,0.004219,0,0
LOT-024,LOT024-P025,10.7451,10.9828,11.2189,11.4344,11.1,0.72,-0.4929,-0.1628,0.1651,0.4644,0.009904,0.003136,0,0
LOT-024,LOT024-P026,11.2856,11.5068,11.7351,12.0061,11.1,0.72,0.2578,0.565,0.8821,1.2585,0.009217,0.003467,0,0
LOT-024,LOT024-P027,10.9742,11.1263,11.3242,11.6063,11.1,0.72,-0.1747,0.0365,0.3114,0.7032,0.006338,0.003333,0,0
LOT-024,LOT024-P028,11.3091,11.4871,11.6936,11.8419,11.1,0.72,0.2904,0.5376,0.8244,1.0304,0.007417,0.002464,0,0
LOT-024,LOT024-P029,10.9576,12.1508,16.0575,22.4416,11.1,0.72,-0.1978,1.4594,6.8854,15.7522,0.049717,0.071464,0,1
LOT-024,LOT024-P030,11.1241,11.4106,11.7595,12.079,11.1,0.72,0.0335,0.4314,0.916,1.3597,0.011938,0.004642,0,0
LOT-024,LOT024-P031,10.7541,10.9099,11.0782,11.3185,11.1,0.72,-0.4804,-0.264,-0.0303,0.3035,0.006492,0.002837,0,0
LOT-024,LOT024-P032,12.5735,12.6737,12.7574,13.0314,11.1,0.72,2.0465,2.1857,2.3019,2.6825,0.004175,0.002484,0,0
LOT-024,LOT024-P033,10.9123,11.1356,11.3698,11.5394,11.1,0.72,-0.2607,0.0494,0.3747,0.6103,0.009304,0.002804,0,0
LOT-024,LOT024-P034,11.147,11.2772,11.4875,11.6824,11.1,0.72,0.0653,0.2461,0.5382,0.8089,0.005425,0.002814,0,0
LOT-024,LOT024-P035,11.2003,11.4118,11.7148,11.9598,11.1,0.72,0.1393,0.4331,0.8539,1.1942,0.008812,0.003806,0,0
LOT-024,LOT024-P036,10.8704,11.0142,11.2137,11.2516,11.1,0.72,-0.3189,-0.1192,0.1579,0.2106,0.005992,0.001649,0,0
LOT-024,LOT024-P037,10.3743,10.4571,10.5681,10.7476,11.1,0.72,-1.0079,-0.8929,-0.7388,-0.4894,0.00345,0.002017,0,0
LOT-024,LOT024-P038,11.9473,12.1373,12.501,12.6654,11.1,0.72,1.1768,1.4407,1.9458,2.1742,0.007917,0.003667,0,0
LOT-024,LOT024-P039,10.4045,10.5658,10.7643,11.1404,11.1,0.72,-0.966,-0.7419,-0.4662,0.0561,0.006721,0.00399,0,0
LOT-024,LOT024-P040,11.9923,12.2617,12.5274,12.7246,11.1,0.72,1.2393,1.6135,1.9825,2.2564,0.011225,0.003215,0,0
LOT-024,LOT024-P041,11.8075,11.9054,12.2431,12.4145,11.1,0.72,0.9826,1.1186,1.5876,1.8257,0.004079,0.003535,0,0
LOT-024,LOT024-P042,12.2195,12.3269,12.5409,12.7851,11.1,0.72,1.5549,1.704,2.0013,2.3404,0.004475,0.003182,0,0
LOT-024,LOT024-P043,11.008,11.232,11.3414,11.5268,11.1,0.72,-0.1278,0.1833,0.3353,0.5928,0.009333,0.002047,0,0
LOT-024,LOT024-P044,11.3466,12.5233,17.7525,24.2171,11.1,0.72,0.3425,1.9768,9.2396,18.2182,0.049029,0.081207,0,1
LOT-024,LOT024-P045,11.2802,11.44,11.7516,11.8617,11.1,0.72,0.2503,0.4722,0.905,1.0579,0.006658,0.002928,0,0
LOT-024,LOT024-P046,10.5518,10.6692,10.9044,11.1249,11.1,0.72,-0.7614,-0.5983,-0.2717,0.0346,0.004892,0.003165,0,0
LOT-024,LOT024-P047,10.5625,10.8223,11.2083,11.3379,11.1,0.72,-0.7465,-0.3857,0.1504,0.3304,0.010825,0.003581,0,0
LOT-024,LOT024-P048,10.6612,10.8682,11.1116,11.3068,11.1,0.72,-0.6094,-0.3219,0.0161,0.2872,0.008625,0.003046,0,0
LOT-024,LOT024-P049,9.9965,10.0998,10.5146,10.8081,11.1,0.72,-1.5326,-1.3892,-0.8131,-0.4054,0.004304,0.004919,0,0
LOT-024,LOT024-P050,10.5771,10.8344,11.0553,11.2039,11.1,0.72,-0.7262,-0.3689,-0.0621,0.1443,0.010721,0.002566,0,0
LOT-024,LOT024-P051,11.777,11.9745,12.2139,12.5103,11.1,0.72,0.9403,1.2146,1.5471,1.9588,0.008229,0.003721,0,0
LOT-024,LOT024-P052,11.8639,12.916,17.6099,25.6621,11.1,0.72,1.061,2.5222,9.0415,20.2251,0.043838,0.088515,0,1
LOT-024,LOT024-P053,11.1595,11.3405,11.584,11.8039,11.1,0.72,0.0826,0.334,0.6722,0.9776,0.007542,0.003218,0,0
LOT-024,LOT024-P054,11.0922,11.2508,11.5349,11.5469,11.1,0.72,-0.0108,0.2094,0.604,0.6207,0.006608,0.002056,0,0
LOT-024,LOT024-P055,9.7699,9.9678,10.2167,10.4157,11.1,0.72,-1.8474,-1.5725,-1.2268,-0.9504,0.008246,0.00311,0,0
LOT-024,LOT024-P056,12.1957,12.3373,12.5482,12.7625,11.1,0.72,1.5218,1.7185,2.0114,2.309,0.0059,0.002953,0,0
LOT-024,LOT024-P057,10.4459,10.6593,10.8199,11.0842,11.1,0.72,-0.9085,-0.6121,-0.389,-0.0219,0.008892,0.002951,0,0
LOT-024,LOT024-P058,47.5962,62.9122,85.2318,114.0511,11.1,0.72,50.6892,71.9614,102.9608,142.9876,0.638167,0.355131,1,1
LOT-024,LOT024-P059,11.1241,11.1709,11.5333,11.7748,11.1,0.72,0.0335,0.0985,0.6018,0.9372,0.00195,0.004194,0,0
