component_id,lot_id,value_0h,value_24h,value_96h,value_168h,defect_type,is_defect,flag_static_limit,delta_24h,delta_96h,delta_168h,delta_late,drift_acceleration,z_value_168h,z_delta_24h,z_delta_168h,z_delta_late,max_lot_zscore,flag_dynamic_pat,iso_forest_score,flag_isolation_forest,flag_dynamic_ensemble,pred_value_168h,pred_drift_delta_168h,pred_safety_slope,flag_early_24h_rejection,flag_master_screened
COMP_00188,Lot_B,12.677,12.811,13.3,13.771,Healthy,0,0,0.13400000000000034,0.6230000000000011,1.0940000000000012,0.4710000000000001,-0.018000000000000682,-0.2600823834450978,-1.2199999999999989,0.22662889518414137,1.0924850329550104,1.0924850329550104,0,0.14997948799417832,0,0,13.751,1.074,0.00639,0,0
COMP_00189,Lot_B,14.256,14.461,15.063,15.434,Healthy,0,0,0.20500000000000007,0.8070000000000004,1.177999999999999,0.37099999999999866,-0.23100000000000165,1.0426796757994763,-0.5100000000000016,0.6798866855523953,0.14249804777671407,1.0426796757994763,0,0.12485975308687458,0,0,15.239,0.983,0.00585,0,0
COMP_00190,Lot_A,9.493,9.789,10.056,10.581,Healthy,0,0,0.2959999999999994,0.5629999999999988,1.0879999999999992,0.5250000000000004,0.2580000000000009,1.128859752771475,0.4149999999999876,0.20207415466099904,1.4591924273644001,1.4591924273644001,0,0.14691118430549677,0,0,10.708,1.215,0.00723,0,0
COMP_00191,Lot_A,8.541,8.838,9.126,9.527,Healthy,0,0,0.2969999999999988,0.5849999999999991,0.9859999999999989,0.4009999999999998,0.11299999999999955,-0.11182656570728976,0.42499999999998206,-0.3549951365666362,0.3659002159252115,0.42499999999998206,0,0.1763733939303706,0,0,9.688,1.147,0.00683,0,0
COMP_00192,Lot_C,10.993,11.397,12.016,12.421,Healthy,0,0,0.4039999999999999,1.0229999999999997,1.427999999999999,0.40499999999999936,-0.2140000000000004,1.2763125600414467,1.429999999999989,1.8190811391944577,0.4939932322927157,1.8190811391944577,0,0.11483363723289108,0,0,12.155,1.162,0.00692,0,0
COMP_00193,Lot_C,8.61,8.871,9.25,9.623,Healthy,0,0,0.261000000000001,0.6400000000000006,1.013,0.37299999999999933,-0.006000000000000227,-1.5874585249593296,0.0,-0.3014769303721116,0.1899973970356573,0.1899973970356573,0,0.18958823459706026,0,0,9.705,1.095,0.00652,0,0
COMP_00194,Lot_B,11.662,11.895,12.283,12.578,Healthy,0,0,0.23299999999999876,0.6209999999999987,0.9159999999999986,0.29499999999999993,-0.09299999999999997,-1.1946555263667937,-0.23000000000001464,-0.7338459463105306,-0.5794920609587689,-0.23000000000001464,0,0.17252478154633544,0,0,12.736,1.074,0.00639,0,0
COMP_00195,Lot_A,8.069,8.309,8.793,8.893,Healthy,0,0,0.23999999999999844,0.7239999999999984,0.8239999999999998,0.10000000000000142,-0.38399999999999856,-0.8581217515854063,-0.14500000000002178,-1.2397522461634607,-2.2879784586166636,-0.14500000000002178,0,0.12350167496836173,0,0,9.138,1.069,0.00636,0,0
COMP_00196,Lot_A,6.599,6.822,7.248,7.617,Healthy,0,0,0.22299999999999986,0.649,1.0179999999999998,0.3689999999999998,-0.057000000000000384,-2.3601290972959417,-0.3150000000000075,-0.1802283001030599,0.08376029039251867,0.08376029039251867,0,0.08074315800606435,0,0,8.256,1.657,0.00986,0,0
COMP_00197,Lot_C,9.345,9.596,10.061,10.338,Healthy,0,0,0.25099999999999945,0.7159999999999993,0.9929999999999986,0.27699999999999925,-0.1880000000000006,-0.8556514035241779,-0.10000000000001563,-0.40367249998978466,-0.7219901087355179,-0.10000000000001563,0,0.1927927780704961,0,0,10.335,0.99,0.00589,0,0
COMP_00198,Lot_C,10.912,11.176,11.692,12.049,Healthy,0,0,0.26399999999999935,0.7799999999999994,1.1369999999999987,0.3569999999999993,-0.1590000000000007,0.8955681556024586,0.029999999999983373,0.3321356012574126,0.037999479407128084,0.8955681556024586,0,0.1815023696316398,0,0,11.914,1.002,0.00596,0,0
COMP_00199,Lot_C,11.893,12.191,12.582,13.015,Healthy,0,0,0.29800000000000004,0.6890000000000001,1.1219999999999999,0.43299999999999983,0.041999999999999815,1.884275399387574,0.36999999999999034,0.2554889240441691,0.759989588142646,1.884275399387574,0,0.16789122173335203,0,0,12.964,1.071,0.00638,0,0
COMP_00200,Lot_C,8.526,8.786,9.274,9.637,Healthy,0,0,0.2599999999999998,0.7479999999999993,1.1110000000000007,0.3630000000000013,-0.12499999999999822,-1.5731294344696891,-0.010000000000012221,0.19928136075445663,0.09499869851784552,0.19928136075445663,0,0.18485160945375706,0,0,9.613,1.087,0.00647,0,0
COMP_00201,Lot_B,12.633,12.802,13.157,13.517,Healthy,0,0,0.16900000000000048,0.5240000000000009,0.8840000000000003,0.35999999999999943,0.004999999999999005,-0.45906107439405985,-0.8699999999999974,-0.906515580736527,0.03799947940711026,0.03799947940711026,0,0.16014228494380683,0,0,13.74,1.107,0.00659,0,0
COMP_00202,Lot_A,7.609,8.001,8.134,8.452,Healthy,0,0,0.39199999999999946,0.5250000000000004,0.843,0.3179999999999996,0.18499999999999872,-1.3772324408160856,1.3749999999999885,-1.1359844370132146,-0.3659002159252115,1.3749999999999885,0,0.10248220908307615,0,0,8.807,1.198,0.00713,0,0
COMP_00203,Lot_A,8.588,8.879,9.219,9.682,Healthy,0,0,0.29100000000000037,0.6310000000000002,1.0940000000000012,0.46300000000000097,0.12300000000000111,0.07062730465723574,0.36499999999999755,0.23484293649792962,0.9125463216448136,0.9125463216448136,0,0.16930749035590803,0,0,9.692,1.104,0.00657,0,0
COMP_00204,Lot_C,8.746,8.95,9.475,9.929,Healthy,0,0,0.20399999999999885,0.7289999999999992,1.1829999999999998,0.4540000000000006,-0.07099999999999973,-1.2742655471143545,-0.5700000000000216,0.5671854113780508,0.959486855030098,0.959486855030098,0,0.17866369509049174,0,0,9.81,1.064,0.00633,0,0
COMP_00205,Lot_B,11.456,11.917,12.26,12.478,Healthy,0,0,0.4610000000000003,0.8040000000000003,1.0220000000000002,0.21799999999999997,-0.125,-1.272993593669534,2.0500000000000007,-0.1618777822743771,-1.3109820395460463,2.0500000000000007,0,0.12791890606442102,0,0,12.717,1.261,0.00751,0,0
COMP_00206,Lot_A,8.902,9.124,9.515,9.924,Healthy,0,0,0.2220000000000013,0.6130000000000013,1.0220000000000002,0.4089999999999989,0.017999999999998906,0.35549076677474983,-0.32499999999999307,-0.15838244554511102,0.4364351973083769,0.4364351973083769,0,0.18770276476587777,0,0,9.925,1.023,0.00609,0,0
COMP_00207,Lot_A,7.278,7.392,7.77,8.228,Healthy,0,0,0.11400000000000077,0.492,0.9500000000000002,0.4580000000000002,0.08000000000000096,-1.6409077115364303,-1.4049999999999985,-0.5516078275881469,0.8684619582803235,0.8684619582803235,0,0.07485917018244981,0,0,8.317,1.039,0.00618,0,0
COMP_00208,Lot_B,12.391,12.768,13.363,13.741,Healthy,0,0,0.37700000000000067,0.9719999999999995,1.3499999999999996,0.3780000000000001,-0.21699999999999875,-0.2835838036359209,1.2100000000000044,1.6079859705921804,0.20899713673920767,1.6079859705921804,0,0.11752708808280643,0,0,13.562,1.171,0.00697,0,0
COMP_00209,Lot_A,8.772,9.044,9.514,9.827,Healthy,0,0,0.27200000000000024,0.7419999999999991,1.0549999999999997,0.3130000000000006,-0.15699999999999825,0.24130995757888687,0.17499999999999627,0.02184585455794401,-0.40998457928968596,0.24130995757888687,0,0.18993822813351724,0,0,9.797,1.025,0.0061,0,0
COMP_00210,Lot_A,8.3,8.464,8.649,9.109,Healthy,0,0,0.1639999999999997,0.3489999999999984,0.8089999999999993,0.46000000000000085,0.27500000000000213,-0.6038634548193605,-0.9050000000000091,-1.321674200755763,0.8860957036261227,0.8860957036261227,0,0.10373707065058313,0,0,9.333,1.033,0.00615,0,0
COMP_00211,Lot_B,13.173,13.423,13.921,14.188,Healthy,0,0,0.25,0.7479999999999993,1.0150000000000006,0.26700000000000124,-0.2309999999999981,0.06658735720733014,-0.060000000000002274,-0.19964926480506412,-0.8454884168086757,0.06658735720733014,0,0.1659420304390914,0,0,14.228,1.055,0.00628,0,0
COMP_00212,Lot_B,11.899,12.126,12.74,12.973,Healthy,0,0,0.2270000000000003,0.8410000000000011,1.0740000000000016,0.23300000000000054,-0.3810000000000002,-0.8852201605209674,-0.28999999999999915,0.11871037366788996,-1.1684839917692984,0.11871037366788996,0,0.14738857239146275,0,0,13.019,1.12,0.00667,0,0
COMP_00213,Lot_B,10.11,10.319,10.906,11.082,Healthy,0,0,0.2090000000000014,0.7960000000000012,0.9720000000000013,0.17600000000000016,-0.4109999999999996,-2.366593013215791,-0.4699999999999882,-0.43167408606500557,-1.7099765733209233,-0.43167408606500557,0,0.16140814633863454,0,0,11.21,1.1,0.00655,0,0
COMP_00214,Lot_A,7.556,7.827,8.585,8.799,Healthy,0,0,0.2709999999999999,1.0290000000000008,1.2429999999999994,0.21399999999999864,-0.5440000000000023,-0.9687711955484094,0.16499999999999293,1.0486010187814239,-1.282854973906471,1.0486010187814239,0,0.08776972040586134,0,0,8.727,1.171,0.00697,0,0
COMP_00215,Lot_C,8.743,9.02,9.614,9.902,Healthy,0,0,0.27699999999999925,0.8710000000000004,1.158999999999999,0.2879999999999985,-0.3060000000000027,-1.3019002216300886,0.15999999999998238,0.4445507278368467,-0.6174915403659115,0.4445507278368467,0,0.17219766094055478,0,0,9.81,1.067,0.00635,0,0
COMP_00216,Lot_A,7.203,7.488,8.011,8.539,Healthy,0,0,0.28500000000000014,0.8079999999999989,1.3359999999999994,0.5280000000000005,0.00500000000000167,-1.2748228490630948,0.3049999999999953,1.556517137253678,1.485643045383091,1.556517137253678,0,0.08749863276928366,0,0,8.317,1.114,0.00663,0,0
COMP_00217,Lot_A,9.026,9.342,9.76,10.354,Healthy,0,0,0.3160000000000007,0.734,1.3279999999999994,0.5939999999999994,0.17600000000000016,0.8616531168182682,0.6150000000000011,1.512825428137785,2.06755664179426,2.06755664179426,0,0.13386967751617934,0,0,10.119,1.093,0.00651,0,0
COMP_00218,Lot_C,9.642,9.843,10.51,10.712,Healthy,0,0,0.2010000000000005,0.8680000000000003,1.0700000000000003,0.20199999999999996,-0.46499999999999986,-0.4728599861580979,-0.600000000000005,-0.010219556961760957,-1.4344803476192411,-0.010219556961760957,0,0.15868582305546985,0,0,10.754,1.112,0.00662,0,0
COMP_00219,Lot_B,10.968,11.227,11.677,12.004,Healthy,0,0,0.25900000000000034,0.7089999999999996,1.0359999999999996,0.32699999999999996,-0.12299999999999933,-1.6443160326845243,0.030000000000001137,-0.08633481721300304,-0.2754962257017181,0.030000000000001137,0,0.18646858754037765,0,0,12.067,1.099,0.00654,0,0
COMP_00220,Lot_C,10.895,11.072,11.53,11.844,Healthy,0,0,0.1769999999999996,0.6349999999999998,0.9489999999999998,0.31400000000000006,-0.14400000000000013,0.6857493305755968,-0.8400000000000141,-0.6285027531486437,-0.3704949242195368,0.6857493305755968,0,0.18502345510262191,0,0,11.914,1.019,0.00607,0,0
COMP_00221,Lot_B,12.02,12.265,12.817,13.379,Healthy,0,0,0.245000000000001,0.7970000000000006,1.359,0.5619999999999994,0.009999999999999787,-0.5671676072718418,-0.10999999999999233,1.6565493052744964,1.9569731894672413,1.9569731894672413,0,0.127381487712035,0,0,13.074,1.054,0.00627,0,0
COMP_00222,Lot_B,13.637,13.686,14.132,14.487,Healthy,0,0,0.04899999999999949,0.4949999999999992,0.8499999999999996,0.3550000000000004,-0.0909999999999993,0.30081817844252395,-2.0700000000000074,-1.0899770673141622,-0.00949986985179444,0.30081817844252395,0,0.11565057551074193,0,0,14.505,0.868,0.00517,0,0
COMP_00223,Lot_A,9.249,10.486,21.866,40.845,Latent Defect,1,0,1.237,12.616999999999999,31.595999999999997,18.979,7.599,36.75327222188089,9.824999999999994,166.82040686811828,164.16576073299902,166.82040686811828,1,-0.02586575048583617,1,1,37.995,28.746,0.17111,1,1
COMP_00224,Lot_B,14.715,14.93,15.397,15.83,Healthy,0,0,0.21499999999999986,0.6820000000000004,1.1150000000000002,0.43299999999999983,-0.034000000000000696,1.3528984223183296,-0.4100000000000037,0.3399433427762025,0.7314899785872605,1.3528984223183296,0,0.10887204982915688,0,0,15.644,0.929,0.00553,0,0
COMP_00225,Lot_A,8.042,20.672,52.525,106.532,Gross Failure,1,1,12.63,44.483,98.49,54.007,22.154,114.07486823887766,123.755,532.1595555679351,473.00317671922267,532.1595555679351,1,-0.19433633827316454,1,1,107.09,99.048,0.58957,1,1
COMP_00226,Lot_A,8.918,9.021,9.285,9.821,Healthy,0,0,0.10300000000000153,0.3670000000000009,0.9030000000000005,0.5359999999999996,0.27200000000000024,0.2342472271131631,-1.5149999999999908,-0.8082966186440156,1.5561780267662564,1.5561780267662564,0,0.09939200501893392,0,0,9.874,0.956,0.00569,0,0
COMP_00227,Lot_C,9.347,9.613,9.885,10.244,Healthy,0,0,0.266,0.5380000000000003,0.8970000000000002,0.359,0.08699999999999974,-0.95186101109747,0.04999999999999005,-0.8942112341545738,0.056999219110700564,0.056999219110700564,0,0.18386141713718035,0,0,10.394,1.047,0.00623,0,0
COMP_00228,Lot_B,12.209,12.334,12.944,13.413,Healthy,0,0,0.125,0.7350000000000012,1.2040000000000006,0.4689999999999994,-0.1410000000000018,-0.5405326643889095,-1.3100000000000023,0.8201807635235336,1.0734852932514385,1.0734852932514385,0,0.13925519027666267,0,0,13.166,0.957,0.0057,0,0
COMP_00229,Lot_C,9.903,10.233,10.912,11.337,Healthy,0,0,0.33000000000000007,1.0090000000000003,1.4339999999999993,0.42499999999999893,-0.25400000000000134,0.16683155355794396,0.6899999999999906,1.8497398100797586,0.683990629328373,1.8497398100797586,0,0.1278351264559724,0,0,11.068,1.165,0.00693,0,0
COMP_00230,Lot_B,13.528,13.794,14.322,14.635,Healthy,0,0,0.266,0.7939999999999987,1.1069999999999993,0.3130000000000006,-0.21499999999999808,0.41675851805057973,0.09999999999999787,0.2967759341696961,-0.4084944036266715,0.41675851805057973,0,0.1570659471013553,0,0,14.544,1.016,0.00605,0,0
COMP_00231,Lot_C,9.751,26.104,58.734,115.808,Gross Failure,1,1,16.353,48.983000000000004,106.057,57.074000000000005,24.444000000000003,107.09357530663733,160.92,536.4500938155343,538.8421178629874,538.8421178629874,1,-0.2007996716613799,1,1,121.031,111.28,0.66238,1,1
COMP_00232,Lot_B,13.0,13.342,13.656,14.082,Healthy,0,0,0.3420000000000005,0.6560000000000006,1.0820000000000007,0.42600000000000016,0.1120000000000001,-0.01645099413357475,0.860000000000003,0.16187778227438668,0.6649908896247838,0.860000000000003,0,0.15884321001315482,0,0,14.09,1.09,0.00649,0,0
COMP_00233,Lot_B,13.871,14.184,14.537,14.718,Healthy,0,0,0.31299999999999883,0.6660000000000004,0.8469999999999995,0.18099999999999916,-0.17200000000000237,0.4817791139118546,0.5699999999999861,-1.1061648455416009,-1.6624772240620187,0.5699999999999861,0,0.12848907862808506,0,0,14.859,0.988,0.00588,0,0
COMP_00234,Lot_B,13.616,13.881,14.451,14.731,Healthy,0,0,0.26500000000000057,0.8350000000000009,1.1150000000000002,0.27999999999999936,-0.2900000000000009,0.49196306266121076,0.09000000000000341,0.3399433427762025,-0.7219901087355167,0.49196306266121076,0,0.14603768328434835,0,0,14.559,0.943,0.00561,0,0
COMP_00235,Lot_A,9.108,9.442,9.881,10.273,Healthy,0,0,0.33399999999999963,0.7729999999999997,1.1649999999999991,0.39199999999999946,-0.0470000000000006,0.7663062555310013,0.7949999999999902,0.6226068549014673,0.2865483618691387,0.7949999999999902,0,0.18452849426052126,0,0,10.199,1.091,0.00649,0,0
COMP_00236,Lot_C,10.344,10.528,11.042,11.554,Healthy,0,0,0.18400000000000105,0.6980000000000004,1.2100000000000009,0.5120000000000005,-0.0019999999999988916,0.3889324561473542,-0.7699999999999996,0.7051494303619054,1.5104793064335142,1.5104793064335142,0,0.17004718471760943,0,0,11.332,0.988,0.00588,0,0
COMP_00237,Lot_A,8.518,8.651,9.018,9.19,Healthy,0,0,0.13299999999999912,0.5,0.6719999999999988,0.17199999999999882,-0.19500000000000206,-0.5085165935320937,-1.215000000000015,-2.06989471936543,-1.6531636261681284,-0.5085165935320937,0,0.11502842694989224,0,0,9.517,0.999,0.00595,0,0
COMP_00238,Lot_A,9.532,9.843,10.233,10.441,Healthy,0,0,0.31099999999999994,0.7010000000000005,0.9090000000000007,0.20800000000000018,-0.18200000000000038,0.964062708571261,0.5649999999999933,-0.7755278368070947,-1.3357562099438371,0.964062708571261,0,0.18389419700775245,0,0,10.741,1.209,0.0072,0,0
COMP_00239,Lot_B,12.083,12.282,12.745,13.103,Healthy,0,0,0.19899999999999984,0.661999999999999,1.0199999999999996,0.35800000000000054,-0.10499999999999865,-0.7833806730274055,-0.5700000000000038,-0.17266963442600608,0.01899973970355513,0.01899973970355513,0,0.1761688484647374,0,0,13.074,0.991,0.0059,0,0
COMP_00240,Lot_A,9.573,9.768,10.037,10.271,Healthy,0,0,0.19500000000000028,0.4640000000000004,0.6980000000000004,0.23399999999999999,-0.03500000000000014,0.763952012042428,-0.5950000000000033,-1.9278966647387696,-1.1065175204485262,0.763952012042428,0,0.16274311796395985,0,0,10.554,0.981,0.00584,0,0
COMP_00241,Lot_C,9.979,10.171,10.586,10.891,Healthy,0,0,0.19200000000000017,0.6070000000000011,0.9120000000000008,0.3049999999999997,-0.11000000000000121,-0.2896523291834232,-0.6900000000000084,-0.8175645569413212,-0.45599375288558763,-0.2896523291834232,0,0.1903211367087454,0,0,10.98,1.001,0.00596,0,0
COMP_00242,Lot_C,10.891,11.094,11.499,11.921,Healthy,0,0,0.2029999999999994,0.6080000000000005,1.0299999999999994,0.4219999999999988,0.016999999999997684,0.7645593282686131,-0.5800000000000161,-0.21461069619709808,0.6554910197730227,0.7645593282686131,0,0.17949352757118203,0,0,11.914,1.023,0.00609,0,0
COMP_00243,Lot_C,9.492,9.775,10.265,10.629,Healthy,0,0,0.2829999999999995,0.7729999999999997,1.1369999999999987,0.363999999999999,-0.12600000000000122,-0.5578110226323885,0.21999999999998465,0.3321356012574126,0.10449856836960644,0.3321356012574126,0,0.19231058803795775,0,0,10.721,1.229,0.00732,0,0
COMP_00244,Lot_B,11.752,12.101,12.817,13.168,Healthy,0,0,0.3490000000000002,1.0649999999999995,1.4159999999999986,0.3509999999999991,-0.3650000000000002,-0.7324609292806246,0.9299999999999997,1.964117091595812,-0.04749934925893844,1.964117091595812,0,0.09989504141166022,0,0,12.992,1.24,0.00738,0,0
COMP_00245,Lot_A,7.663,7.915,8.484,8.773,Healthy,0,0,0.2519999999999998,0.8209999999999997,1.1099999999999994,0.2889999999999997,-0.28000000000000025,-0.9993763608998778,-0.02500000000000835,0.3222263547297056,-0.6215895234392134,0.3222263547297056,0,0.14734558373035167,0,0,8.824,1.161,0.00691,0,0
COMP_00246,Lot_C,9.884,25.906,66.921,133.125,Gross Failure,1,1,16.022,57.037000000000006,123.241,66.204,25.188999999999986,124.81763673585762,157.60999999999996,624.256527231033,625.5759296097667,625.5759296097667,1,-0.22862958290318502,1,1,111.725,101.841,0.6062,1,1
COMP_00247,Lot_B,13.899,14.114,14.613,14.89,Healthy,0,0,0.21500000000000163,0.7140000000000004,0.9910000000000014,0.277000000000001,-0.22199999999999775,0.6165205896725687,-0.40999999999998593,-0.3291514906245639,-0.7504897182908494,0.6165205896725687,0,0.14721952935543742,0,0,14.842,0.943,0.00561,0,0
COMP_00248,Lot_C,10.761,11.103,11.619,11.933,Healthy,0,0,0.3420000000000005,0.8580000000000005,1.1720000000000006,0.31400000000000006,-0.20199999999999996,0.7768414058311616,0.8099999999999952,0.5109778480883382,-0.3704949242195368,0.8099999999999952,0,0.16719933223876526,0,0,11.914,1.153,0.00686,0,0
COMP_00249,Lot_C,9.817,10.211,10.619,11.074,Healthy,0,0,0.39400000000000013,0.8019999999999996,1.2569999999999997,0.45500000000000007,0.0470000000000006,-0.10235064635456634,1.3299999999999912,0.9453090189634149,0.9689867248818758,1.3299999999999912,0,0.15753046657874542,0,0,10.981,1.164,0.00693,0,0
COMP_00250,Lot_C,10.305,10.528,10.817,11.188,Healthy,0,0,0.22300000000000075,0.5120000000000005,0.8830000000000009,0.37100000000000044,0.08200000000000074,0.014329090489640487,-0.38000000000000256,-0.9657481328869368,0.17099765733210168,0.17099765733210168,0,0.17417482184848787,0,0,11.332,1.027,0.00611,0,0
COMP_00251,Lot_A,8.573,8.967,9.314,9.894,Healthy,0,0,0.39400000000000013,0.7409999999999997,1.3209999999999997,0.5800000000000001,0.23300000000000054,0.320177114446133,1.3949999999999951,1.4745951826613806,1.944120424373713,1.944120424373713,0,0.11387577022307199,0,0,9.775,1.202,0.00715,0,0
COMP_00252,Lot_B,13.417,29.55,61.585,124.102,Gross Failure,1,1,16.133000000000003,48.168,110.685,62.517,30.482000000000006,86.17109065234159,158.77,591.5715634695721,590.5214098566724,591.5715634695721,1,-0.2196750248560818,1,1,126.366,112.949,0.67232,1,1
COMP_00253,Lot_C,10.426,10.751,11.083,11.574,Healthy,0,0,0.3249999999999993,0.657,1.1479999999999997,0.49099999999999966,0.15899999999999892,0.40940258541826713,0.6399999999999828,0.3883431645471342,1.3109820395460623,1.3109820395460623,0,0.1608524258760301,0,0,11.457,1.031,0.00614,0,0
COMP_00254,Lot_A,8.789,9.088,9.511,9.768,Healthy,0,0,0.2989999999999995,0.7219999999999995,0.979000000000001,0.25700000000000145,-0.1659999999999986,0.17185977466593982,0.44499999999998874,-0.3932253820430309,-0.9037294489718906,0.44499999999998874,0,0.182358863599493,0,0,9.811,1.022,0.00608,0,0
COMP_00255,Lot_A,8.558,8.823,9.107,9.536,Healthy,0,0,0.26500000000000057,0.5489999999999995,0.9779999999999998,0.42900000000000027,0.14500000000000135,-0.10123247000870408,0.10499999999999954,-0.3986868456825242,0.6127726507663216,0.6127726507663216,0,0.1730991550940036,0,0,9.688,1.13,0.00673,0,0
COMP_00256,Lot_B,14.096,14.288,14.615,14.935,Healthy,0,0,0.19200000000000017,0.5190000000000001,0.8390000000000004,0.3200000000000003,-0.006999999999999673,0.6517727199588019,-0.6400000000000006,-1.1493322541480975,-0.3419953146641948,0.6517727199588019,0,0.12974050334051046,0,0,14.98,0.884,0.00526,0,0
COMP_00257,Lot_C,10.022,10.25,10.693,11.065,Healthy,0,0,0.22799999999999976,0.6709999999999994,1.0429999999999993,0.3719999999999999,-0.07099999999999973,-0.11156220452647768,-0.3300000000000125,-0.14818357594561554,0.18049752718387949,0.18049752718387949,0,0.19574057512947868,0,0,11.097,1.075,0.0064,0,0
COMP_00258,Lot_B,11.495,12.444,17.861,38.217,Latent Defect,1,0,0.9490000000000016,6.366000000000001,26.722,20.355999999999998,14.938999999999998,18.890441549382853,6.930000000000014,138.51342236611163,189.99739703565655,189.99739703565655,1,-0.06878826871956711,1,1,39.516,28.021,0.16679,1,1
COMP_00259,Lot_B,13.017,13.351,13.664,14.016,Healthy,0,0,0.3340000000000014,0.6470000000000002,0.9990000000000006,0.3520000000000003,0.03900000000000148,-0.06815411855338407,0.7800000000000118,-0.2859840820180672,-0.03799947940714401,0.7800000000000118,0,0.16362148689731448,0,0,14.09,1.073,0.00639,0,0
COMP_00260,Lot_A,8.672,8.877,9.141,9.665,Healthy,0,0,0.20500000000000007,0.4689999999999994,0.9929999999999986,0.5239999999999991,0.2599999999999998,0.050616235004350994,-0.49500000000000544,-0.31676489109023176,1.4503755546914927,1.4503755546914927,0,0.1379339074960273,0,0,9.704,1.032,0.00614,0,0
COMP_00261,Lot_B,14.539,14.759,15.27,15.571,Healthy,0,0,0.22000000000000064,0.7309999999999999,1.032,0.30100000000000016,-0.20999999999999908,1.1500028280042311,-0.3599999999999959,-0.10791852151625139,-0.5224928418480698,1.1500028280042311,0,0.11713694406979919,0,0,15.449,0.91,0.00542,0,0
COMP_00262,Lot_C,9.104,9.5,9.752,10.073,Healthy,0,0,0.3960000000000008,0.6480000000000015,0.9690000000000012,0.32099999999999973,0.06899999999999906,-1.1268806163637783,1.3499999999999979,-0.5263071835309706,-0.3039958352570584,1.3499999999999979,0,0.16535361590431247,0,0,10.217,1.113,0.00662,0,0
COMP_00263,Lot_A,8.567,8.95,9.507,9.69,Healthy,0,0,0.3829999999999991,0.9399999999999995,1.1229999999999993,0.18299999999999983,-0.37400000000000055,0.08004427861153274,1.284999999999985,0.3932253820430309,-1.5561780267662564,1.284999999999985,0,0.13088528668987653,0,0,9.775,1.208,0.00719,0,0
COMP_00264,Lot_B,12.997,13.249,13.671,14.083,Healthy,0,0,0.25200000000000067,0.6739999999999995,1.0860000000000003,0.4120000000000008,-0.00999999999999801,-0.015667613460547777,-0.039999999999995595,0.18346148657763503,0.5319927116998304,0.5319927116998304,0,0.17393387184699172,0,0,13.978,0.981,0.00584,0,0
COMP_00265,Lot_C,8.732,8.949,9.457,9.875,Healthy,0,0,0.21700000000000053,0.7250000000000014,1.1430000000000007,0.41799999999999926,-0.09000000000000163,-1.3295348961458209,-0.44000000000000483,0.3627942721427227,0.6174915403658946,0.6174915403658946,0,0.18378907787054455,0,0,9.81,1.078,0.00642,0,0
COMP_00266,Lot_C,10.134,10.361,10.797,11.221,Healthy,0,0,0.2270000000000003,0.6630000000000003,1.0869999999999997,0.4239999999999995,-0.012000000000000455,0.04810480378664696,-0.34000000000000696,0.07664667721325255,0.6744907594765952,0.6744907594765952,0,0.19188564668511104,0,0,11.165,1.031,0.00614,0,0
COMP_00267,Lot_B,13.037,13.204,13.506,13.707,Healthy,0,0,0.16699999999999982,0.4689999999999994,0.6699999999999999,0.2010000000000005,-0.10099999999999909,-0.3102187465188518,-0.8900000000000041,-2.0612437609604437,-1.4724798270263493,-0.3102187465188518,0,0.12430263116331308,0,0,13.997,0.96,0.00571,0,0
COMP_00268,Lot_C,11.31,11.625,12.062,12.366,Healthy,0,0,0.3149999999999995,0.7519999999999989,1.0559999999999992,0.30400000000000027,-0.13299999999999912,1.2200197045464352,0.5399999999999849,-0.08175645569413303,-0.46549362273736544,1.2200197045464352,0,0.1754426957295333,0,0,12.346,1.036,0.00617,0,0
COMP_00269,Lot_B,12.369,12.706,13.385,13.674,Healthy,0,0,0.33699999999999974,1.016,1.3049999999999997,0.2889999999999997,-0.39000000000000057,-0.33607030872875715,0.8099999999999952,1.36516929718061,-0.636491280069468,1.36516929718061,0,0.11127856473485193,0,0,13.483,1.114,0.00663,0,0
COMP_00270,Lot_A,9.411,9.663,10.087,10.588,Healthy,0,0,0.25200000000000067,0.6760000000000002,1.1769999999999996,0.5009999999999994,0.07699999999999996,1.1370996049814852,-0.024999999999999467,0.688144418575309,1.2475874832148726,1.2475874832148726,0,0.1767907905099308,0,0,10.4,0.989,0.00589,0,0
COMP_00271,Lot_C,9.991,10.265,10.744,10.932,Healthy,0,0,0.2740000000000009,0.7530000000000001,0.9410000000000007,0.1880000000000006,-0.2909999999999986,-0.2476885641780505,0.129999999999999,-0.6693809809957056,-1.5674785255441979,0.129999999999999,0,0.17986347952806875,0,0,11.124,1.133,0.00674,0,0
COMP_00272,Lot_C,10.26,10.465,10.744,11.042,Healthy,0,0,0.20500000000000007,0.484,0.782,0.29800000000000004,0.019000000000000128,-0.1351028531880277,-0.5600000000000094,-1.4818357594561555,-0.522492841848066,-0.1351028531880277,0,0.16838539275267345,0,0,11.32,1.06,0.00631,0,0
COMP_00273,Lot_C,9.527,9.86,10.182,10.453,Healthy,0,0,0.3330000000000002,0.6550000000000011,0.9260000000000002,0.270999999999999,-0.05100000000000193,-0.737948160216426,0.7199999999999918,-0.7460276582089582,-0.7789893278462185,0.7199999999999918,0,0.18565871016508317,0,0,10.754,1.227,0.0073,0,0
